Rasse;Land;GebJahrUnten;GebJahrOben;Code;Selektionspfad
SF;DEU;1900;1977;93;DB
SF;FRA;1900;1980;93;DC
SF;FRA;1900;1977;93;DB
SF;ITA;1900;1980;93;DC
SF;ITA;1900;1977;93;DB
SF;CHE;1900;1980;93;DC
SF;CHE;1900;1977;93;DB
SF;AUT;1900;1982;94;SC
SF;AUT;1900;1979;94;SB
SF;DEU;1900;1982;94;SC
SF;DEU;1900;1979;94;SB
SF;FRA;1900;1982;94;SC
SF;FRA;1900;1979;94;SB
SF;ITA;1900;1982;94;SC
SF;ITA;1900;1979;94;SB
SF;CHE;1900;1982;94;SC
SF;CHE;1900;1979;94;SB
SF;AUT;1981;1985;95;DC
SF;AUT;1978;1982;95;DB
SF;DEU;1981;1985;95;DC
SF;DEU;1978;1982;95;DB
SF;FRA;1981;1985;95;DC
SF;FRA;1978;1982;95;DB
SF;ITA;1981;1985;95;DC
SF;ITA;1978;1982;95;DB
SF;CHE;1981;1985;95;DC
SF;CHE;1978;1982;95;DB
SF;AUT;1983;1987;96;SC
SF;AUT;1980;1984;96;SB
SF;DEU;1983;1987;96;SC
SF;DEU;1980;1984;96;SB
SF;FRA;1983;1987;96;SC
SF;FRA;1980;1984;96;SB
SF;ITA;1983;1987;96;SC
SF;ITA;1980;1984;96;SB
SF;CHE;1983;1987;96;SC
SF;CHE;1980;1984;96;SB
SF;AUT;1986;1990;97;DC
SF;AUT;1983;1987;97;DB
SF;DEU;1986;1990;97;DC
SF;DEU;1983;1987;97;DB
SF;FRA;1986;1990;97;DC
SF;FRA;1983;1987;97;DB
SF;ITA;1986;1990;97;DC
SF;ITA;1983;1987;97;DB
SF;CHE;1986;1990;97;DC
SF;CHE;1983;1987;97;DB
SF;AUT;1988;1992;98;SC
SF;AUT;1985;1989;98;SB
SF;DEU;1988;1992;98;SC
SF;DEU;1985;1989;98;SB
SF;FRA;1988;1992;98;SC
SF;FRA;1985;1989;98;SB
SF;ITA;1988;1992;98;SC
SF;ITA;1985;1989;98;SB
SF;CHE;1988;1992;98;SC
SF;CHE;1985;1989;98;SB
SF;AUT;1991;1995;99;DC
SF;AUT;1988;1992;99;DB
SF;DEU;1991;1995;99;DC
SF;DEU;1988;1992;99;DB
SF;FRA;1991;1995;99;DC
SF;FRA;1988;1992;99;DB
SF;ITA;1991;1995;99;DC
SF;ITA;1988;1992;99;DB
SF;CHE;1991;1995;99;DC
SF;CHE;1988;1992;99;DB
SF;AUT;1993;1997;100;SC
SF;AUT;1990;1994;100;SB
SF;DEU;1993;1997;100;SC
SF;DEU;1990;1994;100;SB
SF;FRA;1993;1997;100;SC
SF;FRA;1990;1994;100;SB
SF;ITA;1993;1997;100;SC
SF;ITA;1990;1994;100;SB
SF;CHE;1993;1997;100;SC
SF;CHE;1990;1994;100;SB
SF;AUT;1996;2000;101;DC
SF;AUT;1993;1997;101;DB
SF;DEU;1996;2000;101;DC
SF;DEU;1993;1997;101;DB
SF;FRA;1996;2000;101;DC
SF;FRA;1993;1997;101;DB
SF;ITA;1996;2000;101;DC
SF;ITA;1993;1997;101;DB
SF;CHE;1996;2000;101;DC
SF;CHE;1993;1997;101;DB
SF;AUT;1998;2002;102;SC
SF;AUT;1995;1999;102;SB
SF;DEU;1998;2002;102;SC
SF;DEU;1995;1999;102;SB
SF;FRA;1998;2002;102;SC
SF;FRA;1995;1999;102;SB
SF;ITA;1998;2002;102;SC
SF;ITA;1995;1999;102;SB
SF;CHE;1998;2002;102;SC
SF;CHE;1995;1999;102;SB
SF;AUT;2001;2005;103;DC
SF;AUT;1998;2002;103;DB
SF;DEU;2001;2005;103;DC
SF;DEU;1998;2002;103;DB
SF;FRA;2001;2005;103;DC
SF;FRA;1998;2002;103;DB
SF;ITA;2001;2005;103;DC
SF;ITA;1998;2002;103;DB
SF;CHE;2001;2005;103;DC
SF;CHE;1998;2002;103;DB
SF;AUT;2003;2007;104;SC
SF;AUT;2000;2004;104;SB
SF;DEU;2003;2007;104;SC
SF;DEU;2000;2004;104;SB
SF;FRA;2003;2007;104;SC
SF;FRA;2000;2004;104;SB
SF;ITA;2003;2007;104;SC
SF;ITA;2000;2004;104;SB
SF;CHE;2003;2007;104;SC
SF;CHE;2000;2004;104;SB
SF;AUT;2006;2010;105;DC
SF;AUT;2003;2007;105;DB
SF;DEU;2006;2010;105;DC
SF;DEU;2003;2007;105;DB
SF;FRA;2006;2010;105;DC
SF;FRA;2003;2007;105;DB
SF;ITA;2006;2010;105;DC
SF;ITA;2003;2007;105;DB
SF;CHE;2006;2010;105;DC
SF;CHE;2003;2007;105;DB
SF;AUT;2008;2012;106;SC
SF;AUT;2005;2009;106;SB
SF;DEU;2008;2012;106;SC
SF;DEU;2005;2009;106;SB
SF;FRA;2008;2012;106;SC
SF;FRA;2005;2009;106;SB
SF;ITA;2008;2012;106;SC
SF;ITA;2005;2009;106;SB
SF;CHE;2008;2012;106;SC
SF;CHE;2005;2009;106;SB
SF;AUT;2011;2015;107;DC
SF;AUT;2008;2012;107;DB
SF;DEU;2011;2015;107;DC
SF;DEU;2008;2012;107;DB
SF;FRA;2011;2015;107;DC
SF;FRA;2008;2012;107;DB
SF;ITA;2011;2015;107;DC
SF;ITA;2008;2012;107;DB
SF;CHE;2011;2015;107;DC
SF;CHE;2008;2012;107;DB
SF;AUT;2013;2017;108;SC
SF;AUT;2010;2014;108;SB
SF;DEU;2013;2017;108;SC
SF;DEU;2010;2014;108;SB
SF;FRA;2013;2017;108;SC
SF;FRA;2010;2014;108;SB
SF;ITA;2013;2017;108;SC
SF;ITA;2010;2014;108;SB
SF;CHE;2013;2017;108;SC
SF;CHE;2010;2014;108;SB
SF;AUT;2016;2100;109;DC
SF;AUT;2013;2100;109;DB
SF;DEU;2016;2100;109;DC
SF;DEU;2013;2100;109;DB
SF;FRA;2016;2100;109;DC
SF;FRA;2013;2100;109;DB
SF;ITA;2016;2100;109;DC
SF;ITA;2013;2100;109;DB
SF;CHE;2016;2100;109;DC
SF;CHE;2013;2100;109;DB
SF;AUT;2018;2100;110;SC
SF;AUT;2015;2100;110;SB
SF;DEU;2018;2100;110;SC
SF;DEU;2015;2100;110;SB
SF;FRA;2018;2100;110;SC
SF;FRA;2015;2100;110;SB
SF;ITA;2018;2100;110;SC
SF;ITA;2015;2100;110;SB
SF;CHE;2018;2100;110;SC
SF;CHE;2015;2100;110;SB
SI;CHE;1900;1979;111;DC
SI;CHE;1900;1976;111;DB
SI;CHE;1900;1981;112;SC
SI;CHE;1900;1978;112;SB
SI;CHE;1980;1984;113;DC
SI;CHE;1977;1981;113;DB
SI;CHE;1982;1986;114;SC
SI;CHE;1979;1983;114;SB
SI;CHE;1985;1990;115;DC
SI;CHE;1982;1987;115;DB
SI;CHE;1987;1992;116;SC
SI;CHE;1984;1989;116;SB
SI;CHE;1991;2001;117;DC
SI;CHE;1988;1998;117;DB
SI;CHE;1993;2003;118;SC
SI;CHE;1990;2000;118;SB
SI;CHE;2002;2009;119;DC
SI;CHE;1999;2006;119;DB
SI;CHE;2004;2011;120;SC
SI;CHE;2001;2008;120;SB
SI;CHE;2010;2014;121;DC
SI;CHE;2007;2011;121;DB
SI;CHE;2012;2016;122;SC
SI;CHE;2009;2013;122;SB
SI;CHE;2015;2100;123;DC
SI;CHE;2012;2100;123;DB
SI;CHE;2017;2100;124;SC
SI;CHE;2014;2100;124;SB
SI;AUT;1900;2100;125;DC
SI;AUT;1900;2100;125;DB
SI;CAN;1900;2100;125;DC
SI;CAN;1900;2100;125;DB
SI;CZE;1900;2100;125;DC
SI;CZE;1900;2100;125;DB
SI;DEU;1900;2100;125;DC
SI;DEU;1900;2100;125;DB
SI;DNK;1900;2100;125;DC
SI;DNK;1900;2100;125;DB
SI;FRA;1900;2100;125;DC
SI;FRA;1900;2100;125;DB
SI;GBR;1900;2100;125;DC
SI;GBR;1900;2100;125;DB
SI;IRL;1900;2100;125;DC
SI;IRL;1900;2100;125;DB
SI;ITA;1900;2100;125;DC
SI;ITA;1900;2100;125;DB
SI;SWE;1900;2100;125;DC
SI;SWE;1900;2100;125;DB
SI;USA;1900;2100;125;DC
SI;USA;1900;2100;125;DB
SI;ZAF;1900;2100;125;DC
SI;ZAF;1900;2100;125;DB
SI;AUT;1900;2100;126;SC
SI;AUT;1900;2100;126;SB
SI;CAN;1900;2100;126;SC
SI;CAN;1900;2100;126;SB
SI;CZE;1900;2100;126;SC
SI;CZE;1900;2100;126;SB
SI;DEU;1900;2100;126;SC
SI;DEU;1900;2100;126;SB
SI;DNK;1900;2100;126;SC
SI;DNK;1900;2100;126;SB
SI;FRA;1900;2100;126;SC
SI;FRA;1900;2100;126;SB
SI;GBR;1900;2100;126;SC
SI;GBR;1900;2100;126;SB
SI;IRL;1900;2100;126;SC
SI;IRL;1900;2100;126;SB
SI;ITA;1900;2100;126;SC
SI;ITA;1900;2100;126;SB
SI;SWE;1900;2100;126;SC
SI;SWE;1900;2100;126;SB
SI;USA;1900;2100;126;SC
SI;USA;1900;2100;126;SB
SI;ZAF;1900;2100;126;SC
SI;ZAF;1900;2100;126;SB
UF;CZE;1900;2002;127;DC
UF;CZE;1900;1999;127;DB
UF;CHE;1900;2002;127;DC
UF;CHE;1900;1999;127;DB
UF;CZE;1900;2004;128;SC
UF;CZE;1900;2001;128;SB
UF;CHE;1900;2004;128;SC
UF;CHE;1900;2001;128;SB
UF;CZE;2003;2100;129;DC
UF;CZE;2000;2100;129;DB
UF;CHE;2003;2100;129;DC
UF;CHE;2000;2100;129;DB
UF;CZE;2005;2100;130;SC
UF;CZE;2002;2100;130;SB
UF;CHE;2005;2100;130;SC
UF;CHE;2002;2100;130;SB
UM;AUT;1900;2001;131;DC
UM;AUT;1900;1998;131;DB
UM;DEU;1900;2001;131;DC
UM;DEU;1900;1998;131;DB
UM;DNK;1900;2001;131;DC
UM;DNK;1900;1998;131;DB
UM;FRA;1900;2001;131;DC
UM;FRA;1900;1998;131;DB
UM;ITA;1900;2001;131;DC
UM;ITA;1900;1998;131;DB
UM;NLD;1900;2001;131;DC
UM;NLD;1900;1998;131;DB
UM;CHE;1900;2001;131;DC
UM;CHE;1900;1998;131;DB
UM;AUT;1900;2003;132;SC
UM;AUT;1900;2000;132;SB
UM;DEU;1900;2003;132;SC
UM;DEU;1900;2000;132;SB
UM;DNK;1900;2003;132;SC
UM;DNK;1900;2000;132;SB
UM;FRA;1900;2003;132;SC
UM;FRA;1900;2000;132;SB
UM;ITA;1900;2003;132;SC
UM;ITA;1900;2000;132;SB
UM;NLD;1900;2003;132;SC
UM;NLD;1900;2000;132;SB
UM;CHE;1900;2003;132;SC
UM;CHE;1900;2000;132;SB
UM;AUT;2002;2006;133;DC
UM;AUT;1999;2003;133;DB
UM;DEU;2002;2006;133;DC
UM;DEU;1999;2003;133;DB
UM;DNK;2002;2006;133;DC
UM;DNK;1999;2003;133;DB
UM;FRA;2002;2006;133;DC
UM;FRA;1999;2003;133;DB
UM;ITA;2002;2006;133;DC
UM;ITA;1999;2003;133;DB
UM;NLD;2002;2006;133;DC
UM;NLD;1999;2003;133;DB
UM;CHE;2002;2006;133;DC
UM;CHE;1999;2003;133;DB
UM;AUT;2004;2008;134;SC
UM;AUT;2001;2005;134;SB
UM;DEU;2004;2008;134;SC
UM;DEU;2001;2005;134;SB
UM;DNK;2004;2008;134;SC
UM;DNK;2001;2005;134;SB
UM;FRA;2004;2008;134;SC
UM;FRA;2001;2005;134;SB
UM;ITA;2004;2008;134;SC
UM;ITA;2001;2005;134;SB
UM;NLD;2004;2008;134;SC
UM;NLD;2001;2005;134;SB
UM;CHE;2004;2008;134;SC
UM;CHE;2001;2005;134;SB
UM;AUT;2007;2011;135;DC
UM;AUT;2004;2008;135;DB
UM;DEU;2007;2011;135;DC
UM;DEU;2004;2008;135;DB
UM;DNK;2007;2011;135;DC
UM;DNK;2004;2008;135;DB
UM;FRA;2007;2011;135;DC
UM;FRA;2004;2008;135;DB
UM;ITA;2007;2011;135;DC
UM;ITA;2004;2008;135;DB
UM;NLD;2007;2011;135;DC
UM;NLD;2004;2008;135;DB
UM;CHE;2007;2011;135;DC
UM;CHE;2004;2008;135;DB
UM;AUT;2009;2013;136;SC
UM;AUT;2006;2010;136;SB
UM;DEU;2009;2013;136;SC
UM;DEU;2006;2010;136;SB
UM;DNK;2009;2013;136;SC
UM;DNK;2006;2010;136;SB
UM;FRA;2009;2013;136;SC
UM;FRA;2006;2010;136;SB
UM;ITA;2009;2013;136;SC
UM;ITA;2006;2010;136;SB
UM;NLD;2009;2013;136;SC
UM;NLD;2006;2010;136;SB
UM;CHE;2009;2013;136;SC
UM;CHE;2006;2010;136;SB
UM;AUT;2012;2100;137;DC
UM;AUT;2009;2100;137;DB
UM;DEU;2012;2100;137;DC
UM;DEU;2009;2100;137;DB
UM;DNK;2012;2100;137;DC
UM;DNK;2009;2100;137;DB
UM;FRA;2012;2100;137;DC
UM;FRA;2009;2100;137;DB
UM;ITA;2012;2100;137;DC
UM;ITA;2009;2100;137;DB
UM;NLD;2012;2100;137;DC
UM;NLD;2009;2100;137;DB
UM;CHE;2012;2100;137;DC
UM;CHE;2009;2100;137;DB
UM;AUT;2014;2100;138;SC
UM;AUT;2011;2100;138;SB
UM;DEU;2014;2100;138;SC
UM;DEU;2011;2100;138;SB
UM;DNK;2014;2100;138;SC
UM;DNK;2011;2100;138;SB
UM;FRA;2014;2100;138;SC
UM;FRA;2011;2100;138;SB
UM;ITA;2014;2100;138;SC
UM;ITA;2011;2100;138;SB
UM;NLD;2014;2100;138;SC
UM;NLD;2011;2100;138;SB
UM;CHE;2014;2100;138;SC
UM;CHE;2011;2100;138;SB
XX;AUT;1900;1991;139;DC
XX;AUT;1900;1988;139;DB
XX;BEL;1900;1991;139;DC
XX;BEL;1900;1988;139;DB
XX;DEU;1900;1991;139;DC
XX;DEU;1900;1988;139;DB
XX;FRA;1900;1991;139;DC
XX;FRA;1900;1988;139;DB
XX;CHE;1900;1991;139;DC
XX;CHE;1900;1988;139;DB
XX;AUT;1900;1993;140;SC
XX;AUT;1900;1990;140;SB
XX;BEL;1900;1993;140;SC
XX;BEL;1900;1990;140;SB
XX;DEU;1900;1993;140;SC
XX;DEU;1900;1990;140;SB
XX;FRA;1900;1993;140;SC
XX;FRA;1900;1990;140;SB
XX;CHE;1900;1993;140;SC
XX;CHE;1900;1990;140;SB
XX;AUT;1992;1996;141;DC
XX;AUT;1989;1993;141;DB
XX;BEL;1992;1996;141;DC
XX;BEL;1989;1993;141;DB
XX;DEU;1992;1996;141;DC
XX;DEU;1989;1993;141;DB
XX;FRA;1992;1996;141;DC
XX;FRA;1989;1993;141;DB
XX;CHE;1992;1996;141;DC
XX;CHE;1989;1993;141;DB
XX;AUT;1994;1998;142;SC
XX;AUT;1991;1995;142;SB
XX;BEL;1994;1998;142;SC
XX;BEL;1991;1995;142;SB
XX;DEU;1994;1998;142;SC
XX;DEU;1991;1995;142;SB
XX;FRA;1994;1998;142;SC
XX;FRA;1991;1995;142;SB
XX;CHE;1994;1998;142;SC
XX;CHE;1991;1995;142;SB
XX;AUT;1997;2001;143;DC
XX;AUT;1994;1998;143;DB
XX;BEL;1997;2001;143;DC
XX;BEL;1994;1998;143;DB
XX;DEU;1997;2001;143;DC
XX;DEU;1994;1998;143;DB
XX;FRA;1997;2001;143;DC
XX;FRA;1994;1998;143;DB
XX;CHE;1997;2001;143;DC
XX;CHE;1994;1998;143;DB
XX;AUT;1999;2003;144;SC
XX;AUT;1996;2000;144;SB
XX;BEL;1999;2003;144;SC
XX;BEL;1996;2000;144;SB
XX;DEU;1999;2003;144;SC
XX;DEU;1996;2000;144;SB
XX;FRA;1999;2003;144;SC
XX;FRA;1996;2000;144;SB
XX;CHE;1999;2003;144;SC
XX;CHE;1996;2000;144;SB
XX;AUT;2002;2006;145;DC
XX;AUT;1999;2003;145;DB
XX;BEL;2002;2006;145;DC
XX;BEL;1999;2003;145;DB
XX;DEU;2002;2006;145;DC
XX;DEU;1999;2003;145;DB
XX;FRA;2002;2006;145;DC
XX;FRA;1999;2003;145;DB
XX;CHE;2002;2006;145;DC
XX;CHE;1999;2003;145;DB
XX;AUT;2004;2008;146;SC
XX;AUT;2001;2005;146;SB
XX;BEL;2004;2008;146;SC
XX;BEL;2001;2005;146;SB
XX;DEU;2004;2008;146;SC
XX;DEU;2001;2005;146;SB
XX;FRA;2004;2008;146;SC
XX;FRA;2001;2005;146;SB
XX;CHE;2004;2008;146;SC
XX;CHE;2001;2005;146;SB
XX;AUT;2007;2011;147;DC
XX;AUT;2004;2008;147;DB
XX;BEL;2007;2011;147;DC
XX;BEL;2004;2008;147;DB
XX;DEU;2007;2011;147;DC
XX;DEU;2004;2008;147;DB
XX;FRA;2007;2011;147;DC
XX;FRA;2004;2008;147;DB
XX;CHE;2007;2011;147;DC
XX;CHE;2004;2008;147;DB
XX;AUT;2009;2013;148;SC
XX;AUT;2006;2010;148;SB
XX;BEL;2009;2013;148;SC
XX;BEL;2006;2010;148;SB
XX;DEU;2009;2013;148;SC
XX;DEU;2006;2010;148;SB
XX;FRA;2009;2013;148;SC
XX;FRA;2006;2010;148;SB
XX;CHE;2009;2013;148;SC
XX;CHE;2006;2010;148;SB
XX;AUT;2012;2016;149;DC
XX;AUT;2009;2013;149;DB
XX;BEL;2012;2016;149;DC
XX;BEL;2009;2013;149;DB
XX;DEU;2012;2016;149;DC
XX;DEU;2009;2013;149;DB
XX;FRA;2012;2016;149;DC
XX;FRA;2009;2013;149;DB
XX;CHE;2012;2016;149;DC
XX;CHE;2009;2013;149;DB
XX;AUT;2014;2018;150;SC
XX;AUT;2011;2015;150;SB
XX;BEL;2014;2018;150;SC
XX;BEL;2011;2015;150;SB
XX;DEU;2014;2018;150;SC
XX;DEU;2011;2015;150;SB
XX;FRA;2014;2018;150;SC
XX;FRA;2011;2015;150;SB
XX;CHE;2014;2018;150;SC
XX;CHE;2011;2015;150;SB
XX;AUT;2017;2100;151;DC
XX;AUT;2014;2100;151;DB
XX;BEL;2017;2100;151;DC
XX;BEL;2014;2100;151;DB
XX;DEU;2017;2100;151;DC
XX;DEU;2014;2100;151;DB
XX;FRA;2017;2100;151;DC
XX;FRA;2014;2100;151;DB
XX;CHE;2017;2100;151;DC
XX;CHE;2014;2100;151;DB
XX;AUT;2019;2100;152;SC
XX;AUT;2016;2100;152;SB
XX;BEL;2019;2100;152;SC
XX;BEL;2016;2100;152;SB
XX;DEU;2019;2100;152;SC
XX;DEU;2016;2100;152;SB
XX;FRA;2019;2100;152;SC
XX;FRA;2016;2100;152;SB
XX;CHE;2019;2100;152;SC
XX;CHE;2016;2100;152;SB
95;CHE;1900;2100;153;DC
95;CHE;1900;2100;153;DB
95;FRA;1900;2100;153;DC
95;FRA;1900;2100;153;DB
AB;CHE;1900;2100;153;DC
AB;CHE;1900;2100;153;DB
AB;FRA;1900;2100;153;DC
AB;FRA;1900;2100;153;DB
AU;CHE;1900;2100;153;DC
AU;CHE;1900;2100;153;DB
AU;FRA;1900;2100;153;DC
AU;FRA;1900;2100;153;DB
AU;DEU;1900;2100;153;DC
AU;DEU;1900;2100;153;DB
AY;USA;1900;2100;153;DC
AY;USA;1900;2100;153;DB
AY;CAN;1900;2100;153;DC
AY;CAN;1900;2100;153;DB
AY;CHE;1900;2100;153;DC
AY;CHE;1900;2100;153;DB
AY;SWE;1900;2100;153;DC
AY;SWE;1900;2100;153;DB
AY;FIN;1900;2100;153;DC
AY;FIN;1900;2100;153;DB
BB;CHE;1900;2100;153;DC
BB;CHE;1900;2100;153;DB
BB;GBR;1900;2100;153;DC
BB;GBR;1900;2100;153;DB
BB;DEU;1900;2100;153;DC
BB;DEU;1900;2100;153;DB
BB;AUT;1900;2100;153;DC
BB;AUT;1900;2100;153;DB
BB;DNK;1900;2100;153;DC
BB;DNK;1900;2100;153;DB
BB;ITA;1900;2100;153;DC
BB;ITA;1900;2100;153;DB
BB;IRL;1900;2100;153;DC
BB;IRL;1900;2100;153;DB
BB;NLD;1900;2100;153;DC
BB;NLD;1900;2100;153;DB
BB;CZE;1900;2100;153;DC
BB;CZE;1900;2100;153;DB
BB;BEL;1900;2100;153;DC
BB;BEL;1900;2100;153;DB
BB;HUN;1900;2100;153;DC
BB;HUN;1900;2100;153;DB
BD;CAN;1900;2100;153;DC
BD;CAN;1900;2100;153;DB
BD;CHE;1900;2100;153;DC
BD;CHE;1900;2100;153;DB
BD;GBR;1900;2100;153;DC
BD;GBR;1900;2100;153;DB
BD;FRA;1900;2100;153;DC
BD;FRA;1900;2100;153;DB
BD;DEU;1900;2100;153;DC
BD;DEU;1900;2100;153;DB
BD;AUT;1900;2100;153;DC
BD;AUT;1900;2100;153;DB
BD;DNK;1900;2100;153;DC
BD;DNK;1900;2100;153;DB
BD;NLD;1900;2100;153;DC
BD;NLD;1900;2100;153;DB
BD;CZE;1900;2100;153;DC
BD;CZE;1900;2100;153;DB
BF;CHE;1900;2100;153;DC
BF;CHE;1900;2100;153;DB
BF;FRA;1900;2100;153;DC
BF;FRA;1900;2100;153;DB
BF;DEU;1900;2100;153;DC
BF;DEU;1900;2100;153;DB
BF;ITA;1900;2100;153;DC
BF;ITA;1900;2100;153;DB
BS;USA;1900;2100;153;DC
BS;USA;1900;2100;153;DB
BS;CAN;1900;2100;153;DC
BS;CAN;1900;2100;153;DB
BS;CHE;1900;2100;153;DC
BS;CHE;1900;2100;153;DB
BS;FRA;1900;2100;153;DC
BS;FRA;1900;2100;153;DB
BS;DEU;1900;2100;153;DC
BS;DEU;1900;2100;153;DB
BS;AUT;1900;2100;153;DC
BS;AUT;1900;2100;153;DB
BS;ITA;1900;2100;153;DC
BS;ITA;1900;2100;153;DB
BZ;FRA;1900;2100;153;DC
BZ;FRA;1900;2100;153;DB
CH;USA;1900;2100;153;DC
CH;USA;1900;2100;153;DB
CH;CAN;1900;2100;153;DC
CH;CAN;1900;2100;153;DB
CH;CHE;1900;2100;153;DC
CH;CHE;1900;2100;153;DB
CH;GBR;1900;2100;153;DC
CH;GBR;1900;2100;153;DB
CH;FRA;1900;2100;153;DC
CH;FRA;1900;2100;153;DB
CH;DEU;1900;2100;153;DC
CH;DEU;1900;2100;153;DB
CH;AUT;1900;2100;153;DC
CH;AUT;1900;2100;153;DB
CH;DNK;1900;2100;153;DC
CH;DNK;1900;2100;153;DB
CH;ITA;1900;2100;153;DC
CH;ITA;1900;2100;153;DB
CH;SWE;1900;2100;153;DC
CH;SWE;1900;2100;153;DB
CH;CZE;1900;2100;153;DC
CH;CZE;1900;2100;153;DB
CH;LUX;1900;2100;153;DC
CH;LUX;1900;2100;153;DB
DA;AUT;1900;2100;153;DC
DA;AUT;1900;2100;153;DB
DA;DNK;1900;2100;153;DC
DA;DNK;1900;2100;153;DB
DR;CHE;1900;2100;153;DC
DR;CHE;1900;2100;153;DB
DR;GBR;1900;2100;153;DC
DR;GBR;1900;2100;153;DB
DR;DEU;1900;2100;153;DC
DR;DEU;1900;2100;153;DB
DR;DNK;1900;2100;153;DC
DR;DNK;1900;2100;153;DB
DR;IRL;1900;2100;153;DC
DR;IRL;1900;2100;153;DB
DR;NLD;1900;2100;153;DC
DR;NLD;1900;2100;153;DB
EV;CHE;1900;2100;153;DC
EV;CHE;1900;2100;153;DB
EV;DEU;1900;2100;153;DC
EV;DEU;1900;2100;153;DB
GA;CAN;1900;2100;153;DC
GA;CAN;1900;2100;153;DB
GA;CHE;1900;2100;153;DC
GA;CHE;1900;2100;153;DB
GA;GBR;1900;2100;153;DC
GA;GBR;1900;2100;153;DB
GA;FRA;1900;2100;153;DC
GA;FRA;1900;2100;153;DB
GA;DEU;1900;2100;153;DC
GA;DEU;1900;2100;153;DB
GA;DNK;1900;2100;153;DC
GA;DNK;1900;2100;153;DB
GA;XXX;1900;2100;153;DC
GA;XXX;1900;2100;153;DB
GA;CZE;1900;2100;153;DC
GA;CZE;1900;2100;153;DB
GC;FRA;1900;2100;153;DC
GC;FRA;1900;2100;153;DB
GU;USA;1900;2100;153;DC
GU;USA;1900;2100;153;DB
GU;GBR;1900;2100;153;DC
GU;GBR;1900;2100;153;DB
GV;DEU;1900;2100;153;DC
GV;DEU;1900;2100;153;DB
HH;USA;1900;2100;153;DC
HH;USA;1900;2100;153;DB
HH;CAN;1900;2100;153;DC
HH;CAN;1900;2100;153;DB
HH;CHE;1900;2100;153;DC
HH;CHE;1900;2100;153;DB
HH;GBR;1900;2100;153;DC
HH;GBR;1900;2100;153;DB
HH;DEU;1900;2100;153;DC
HH;DEU;1900;2100;153;DB
HH;DNK;1900;2100;153;DC
HH;DNK;1900;2100;153;DB
HH;NZL;1900;2100;153;DC
HH;NZL;1900;2100;153;DB
HH;IRL;1900;2100;153;DC
HH;IRL;1900;2100;153;DB
HH;NLD;1900;2100;153;DC
HH;NLD;1900;2100;153;DB
HH;CZE;1900;2100;153;DC
HH;CZE;1900;2100;153;DB
HH;AUS;1900;2100;153;DC
HH;AUS;1900;2100;153;DB
HI;USA;1900;2100;153;DC
HI;USA;1900;2100;153;DB
HI;CAN;1900;2100;153;DC
HI;CAN;1900;2100;153;DB
HI;CHE;1900;2100;153;DC
HI;CHE;1900;2100;153;DB
HI;GBR;1900;2100;153;DC
HI;GBR;1900;2100;153;DB
HI;DEU;1900;2100;153;DC
HI;DEU;1900;2100;153;DB
HI;AUT;1900;2100;153;DC
HI;AUT;1900;2100;153;DB
HI;DNK;1900;2100;153;DC
HI;DNK;1900;2100;153;DB
HI;XXX;1900;2100;153;DC
HI;XXX;1900;2100;153;DB
HI;SWE;1900;2100;153;DC
HI;SWE;1900;2100;153;DB
HI;NLD;1900;2100;153;DC
HI;NLD;1900;2100;153;DB
HI;CZE;1900;2100;153;DC
HI;CZE;1900;2100;153;DB
HR;CHE;1900;2100;153;DC
HR;CHE;1900;2100;153;DB
HW;CHE;1900;2100;153;DC
HW;CHE;1900;2100;153;DB
HW;DEU;1900;2100;153;DC
HW;DEU;1900;2100;153;DB
HW;AUT;1900;2100;153;DC
HW;AUT;1900;2100;153;DB
KC;CHE;1900;2100;153;DC
KC;CHE;1900;2100;153;DB
LG;CHE;1900;2100;153;DC
LG;CHE;1900;2100;153;DB
LG;GBR;1900;2100;153;DC
LG;GBR;1900;2100;153;DB
LG;DEU;1900;2100;153;DC
LG;DEU;1900;2100;153;DB
LG;AUT;1900;2100;153;DC
LG;AUT;1900;2100;153;DB
MA;FRA;1900;2100;153;DC
MA;FRA;1900;2100;153;DB
MR;ITA;1900;2100;153;DC
MR;ITA;1900;2100;153;DB
MR;NLD;1900;2100;153;DC
MR;NLD;1900;2100;153;DB
MW;DEU;1900;2100;153;DC
MW;DEU;1900;2100;153;DB
NO;CHE;1900;2100;153;DC
NO;CHE;1900;2100;153;DB
NO;FRA;1900;2100;153;DC
NO;FRA;1900;2100;153;DB
NO;NZL;1900;2100;153;DC
NO;NZL;1900;2100;153;DB
NR;CHE;1900;2100;153;DC
NR;CHE;1900;2100;153;DB
NR;NOR;1900;2100;153;DC
NR;NOR;1900;2100;153;DB
PA;CHE;1900;2100;153;DC
PA;CHE;1900;2100;153;DB
PA;FRA;1900;2100;153;DC
PA;FRA;1900;2100;153;DB
PI;CHE;1900;2100;153;DC
PI;CHE;1900;2100;153;DB
PI;DEU;1900;2100;153;DC
PI;DEU;1900;2100;153;DB
PI;AUT;1900;2100;153;DC
PI;AUT;1900;2100;153;DB
PI;DNK;1900;2100;153;DC
PI;DNK;1900;2100;153;DB
PI;ESP;1900;2100;153;DC
PI;ESP;1900;2100;153;DB
PI;ITA;1900;2100;153;DC
PI;ITA;1900;2100;153;DB
PI;NLD;1900;2100;153;DC
PI;NLD;1900;2100;153;DB
PI;CZE;1900;2100;153;DC
